order_id,customer_id,order_date,payment_method,delivery_type,waiter_id,status
56,64,02/12/2025 15:17,Easypaisa,Delivery,15,Cancelled
57,96,14/08/2025 16:21,JazzCash,Takeaway,8,Completed
58,43,23/09/2025 14:51,JazzCash,Dine-In,7,Completed
59,53,07/10/2025 14:20,Cash,Delivery,11,Completed
60,368,06/06/2025 17:38,JazzCash,Dine-In,12,Cancelled
61,373,29/06/2025 17:02,Easypaisa,Takeaway,7,Completed
62,39,24/11/2025 22:03,JazzCash,Delivery,9,Completed
63,312,16/01/2025 12:54,JazzCash,Dine-In,3,Completed
64,188,01/05/2025 22:41,Easypaisa,Delivery,10,Completed
65,231,06/11/2025 12:43,Easypaisa,Delivery,8,Completed
66,188,21/10/2025 12:33,JazzCash,Delivery,11,Completed
67,377,08/05/2025 11:01,Card,Delivery,9,Cancelled
68,397,15/10/2025 11:16,Easypaisa,Takeaway,8,Completed
69,252,10/11/2025 14:44,Card,Dine-In,3,Completed
70,366,20/08/2025 12:57,JazzCash,Dine-In,13,Completed
71,34,08/12/2025 15:45,Easypaisa,Delivery,14,Completed
72,359,31/12/2025 21:59,Card,Delivery,9,Completed
73,72,04/03/2025 13:50,Card,Delivery,1,Completed
74,240,11/10/2025 19:23,Card,Takeaway,15,Completed
75,368,03/02/2025 14:25,JazzCash,Takeaway,7,Cancelled
76,163,22/10/2025 11:08,Cash,Delivery,8,Completed
77,283,07/03/2025 23:49,Card,Dine-In,7,Completed
78,156,05/03/2025 18:09,Card,Dine-In,6,Completed
79,146,27/06/2025 18:57,Cash,Delivery,4,Completed
80,315,06/03/2025 20:19,Cash,Takeaway,11,Completed
81,88,31/10/2025 19:09,Easypaisa,Takeaway,1,Completed
82,395,11/02/2025 10:41,Easypaisa,Takeaway,4,Cancelled
83,255,13/11/2025 20:01,Easypaisa,Takeaway,5,Cancelled
84,351,06/05/2025 22:51,JazzCash,Delivery,8,Completed
85,226,19/12/2025 10:10,JazzCash,Delivery,8,Completed
86,161,24/06/2025 19:09,Easypaisa,Takeaway,14,Completed
87,190,24/07/2025 12:48,Cash,Delivery,4,Cancelled
88,127,04/03/2025 14:28,Card,Dine-In,1,Completed
89,215,16/07/2025 23:39,Card,Dine-In,14,Completed
90,98,23/10/2025 21:20,Card,Delivery,9,Cancelled
91,12,13/09/2025 14:31,Cash,Delivery,9,Cancelled
92,181,04/05/2025 13:37,Cash,Dine-In,5,Cancelled
93,345,02/11/2025 23:41,JazzCash,Delivery,9,Completed
94,136,25/02/2025 16:08,Easypaisa,Delivery,6,Completed
95,288,25/07/2025 10:36,Card,Delivery,9,Completed
96,231,07/02/2025 16:32,Easypaisa,Takeaway,11,Completed
97,192,07/03/2025 11:25,Easypaisa,Takeaway,6,Completed
98,206,12/04/2025 19:32,Cash,Dine-In,1,Completed
99,266,20/06/2025 22:30,JazzCash,Dine-In,10,Completed
100,84,17/06/2025 19:20,JazzCash,Takeaway,12,Completed
101,261,31/10/2025 15:32,JazzCash,Takeaway,10,Completed
102,189,01/09/2025 23:01,Easypaisa,Takeaway,2,Cancelled
103,372,26/10/2025 14:50,Cash,Takeaway,8,Completed
104,297,02/12/2025 22:49,Card,Takeaway,1,Cancelled
105,370,29/03/2025 18:40,JazzCash,Dine-In,14,Completed
106,57,17/01/2025 19:44,Card,Dine-In,8,Completed
107,354,03/08/2025 12:26,Card,Delivery,9,Cancelled
108,266,01/02/2025 21:08,Card,Takeaway,6,Cancelled
109,89,27/09/2025 16:20,JazzCash,Takeaway,6,Completed
110,370,13/12/2025 22:55,Easypaisa,Takeaway,8,Completed
111,153,07/05/2025 14:35,Card,Delivery,13,Completed
112,361,27/12/2025 13:44,JazzCash,Delivery,8,Completed
113,141,14/10/2025 22:46,Easypaisa,Dine-In,10,Cancelled
114,396,22/07/2025 23:22,Card,Delivery,1,Completed
115,227,10/02/2025 15:59,Easypaisa,Takeaway,8,Completed
116,139,14/04/2025 23:34,Easypaisa,Dine-In,2,Completed
117,272,05/05/2025 10:42,Card,Takeaway,4,Completed
118,368,21/02/2025 16:21,JazzCash,Dine-In,11,Completed
119,81,03/01/2025 18:59,JazzCash,Takeaway,15,Cancelled
120,388,02/09/2025 20:12,Easypaisa,Delivery,5,Completed
121,119,15/02/2025 20:36,Cash,Dine-In,7,Completed
122,254,19/01/2025 23:25,Card,Takeaway,14,Completed
123,291,20/01/2025 10:19,Cash,Delivery,5,Cancelled
124,253,25/11/2025 18:33,Card,Takeaway,8,Completed
125,170,09/04/2025 22:07,Card,Takeaway,8,Completed
126,173,06/04/2025 10:47,Easypaisa,Takeaway,11,Completed
127,328,31/03/2025 19:54,JazzCash,Delivery,9,Completed
128,49,14/02/2025 16:42,Card,Dine-In,8,Completed
129,197,08/05/2025 10:16,Card,Delivery,13,Completed
130,371,18/06/2025 14:37,Cash,Delivery,11,Completed
131,342,21/12/2025 13:03,Cash,Delivery,5,Completed
132,361,27/07/2025 20:32,Easypaisa,Takeaway,2,Completed
133,113,08/07/2025 19:14,Card,Delivery,3,Cancelled
134,360,07/11/2025 15:26,JazzCash,Takeaway,13,Completed
135,306,07/05/2025 20:48,Cash,Takeaway,8,Completed
136,32,09/02/2025 19:07,Card,Takeaway,9,Completed
137,267,26/03/2025 15:54,JazzCash,Dine-In,11,Completed
138,262,26/10/2025 17:05,JazzCash,Dine-In,8,Completed
139,289,20/09/2025 16:29,Cash,Takeaway,8,Completed
140,2,12/01/2025 16:16,Card,Takeaway,2,Completed
141,33,05/08/2025 15:44,Cash,Dine-In,15,Cancelled
142,93,17/01/2025 14:26,Card,Takeaway,12,Cancelled
143,194,11/07/2025 16:28,JazzCash,Dine-In,11,Completed
144,61,01/12/2025 23:22,Card,Takeaway,7,Completed
145,388,25/04/2025 23:00,Cash,Delivery,8,Cancelled
146,118,30/09/2025 16:52,Card,Delivery,6,Completed
147,372,22/05/2025 13:59,Cash,Dine-In,13,Cancelled
148,9,11/11/2025 22:59,Card,Dine-In,2,Completed
149,307,01/11/2025 10:28,Cash,Dine-In,12,Completed
150,277,25/07/2025 17:14,Card,Dine-In,3,Completed
151,375,30/04/2025 23:58,Easypaisa,Takeaway,10,Completed
152,74,02/05/2025 14:56,Card,Delivery,5,Completed
153,377,01/02/2025 18:37,Card,Takeaway,11,Cancelled
154,177,12/10/2025 17:03,JazzCash,Takeaway,6,Cancelled
155,193,29/07/2025 12:19,Card,Takeaway,8,Completed
156,363,26/04/2025 14:54,Card,Delivery,15,Completed
157,286,15/10/2025 16:26,Card,Delivery,4,Completed
158,41,15/04/2025 15:41,JazzCash,Delivery,2,Completed
159,345,27/01/2025 14:24,Cash,Dine-In,4,Completed
160,171,03/09/2025 13:55,Easypaisa,Dine-In,4,Completed
161,246,02/03/2025 21:48,Card,Takeaway,10,Completed
162,165,23/07/2025 13:35,Easypaisa,Delivery,8,Completed
163,263,07/06/2025 14:23,JazzCash,Delivery,2,Cancelled
164,161,13/06/2025 13:23,JazzCash,Dine-In,10,Completed
165,284,16/03/2025 10:16,JazzCash,Delivery,3,Completed
166,292,18/06/2025 13:24,Card,Delivery,9,Completed
167,251,12/05/2025 22:52,JazzCash,Delivery,3,Completed
168,280,28/03/2025 12:46,JazzCash,Dine-In,15,Completed
169,39,26/09/2025 10:53,Cash,Dine-In,7,Completed
170,363,19/11/2025 13:04,Card,Dine-In,4,Cancelled
171,327,11/07/2025 10:39,JazzCash,Takeaway,8,Completed
172,211,04/01/2025 18:35,Cash,Dine-In,9,Completed
173,258,02/10/2025 14:01,JazzCash,Dine-In,2,Completed
174,99,26/09/2025 12:15,Easypaisa,Delivery,5,Cancelled
175,236,10/02/2025 15:25,Card,Takeaway,4,Completed
176,42,17/12/2025 23:54,Cash,Dine-In,7,Cancelled
177,29,13/07/2025 18:30,Cash,Takeaway,3,Completed
178,331,13/09/2025 23:27,Easypaisa,Takeaway,14,Completed
179,109,28/09/2025 10:14,JazzCash,Delivery,1,Completed
180,279,17/12/2025 14:57,Cash,Dine-In,15,Completed
181,74,09/01/2025 13:37,JazzCash,Dine-In,5,Completed
182,200,16/10/2025 13:36,Easypaisa,Delivery,13,Completed
183,257,19/12/2025 21:05,Easypaisa,Dine-In,2,Cancelled
184,175,29/04/2025 23:04,JazzCash,Delivery,1,Completed
185,183,19/08/2025 17:14,JazzCash,Delivery,3,Cancelled
186,152,13/02/2025 22:39,Card,Takeaway,2,Completed
187,365,18/05/2025 12:24,Card,Takeaway,7,Completed
188,3,04/07/2025 11:05,Easypaisa,Delivery,6,Completed
189,96,22/02/2025 12:05,JazzCash,Delivery,9,Cancelled
190,182,22/02/2025 10:05,Cash,Takeaway,10,Completed
191,212,17/07/2025 10:18,JazzCash,Dine-In,12,Completed
192,351,20/10/2025 18:10,JazzCash,Dine-In,3,Completed
193,75,04/06/2025 14:31,Cash,Dine-In,7,Completed
194,40,04/08/2025 14:30,Easypaisa,Delivery,4,Cancelled
195,235,01/11/2025 19:12,Cash,Dine-In,5,Completed
196,318,22/07/2025 15:53,JazzCash,Delivery,8,Completed
197,334,09/08/2025 23:52,Card,Delivery,6,Completed
198,204,03/09/2025 15:11,Easypaisa,Delivery,12,Cancelled
199,167,22/10/2025 22:15,JazzCash,Delivery,14,Cancelled
200,289,06/07/2025 11:59,Card,Takeaway,9,Completed
201,14,16/12/2025 22:35,JazzCash,Takeaway,4,Cancelled
202,36,30/05/2025 23:44,JazzCash,Takeaway,8,Completed
203,130,21/11/2025 14:15,Card,Takeaway,7,Cancelled
204,246,07/02/2025 17:38,JazzCash,Takeaway,9,Cancelled
205,185,06/10/2025 10:50,Cash,Dine-In,13,Completed
206,86,03/12/2025 20:22,Cash,Takeaway,11,Cancelled
207,55,19/06/2025 22:27,Cash,Dine-In,5,Completed
208,286,19/09/2025 21:33,Card,Delivery,6,Cancelled
209,302,26/08/2025 22:43,Card,Delivery,1,Cancelled
210,44,23/02/2025 14:26,Cash,Takeaway,3,Completed
211,106,09/06/2025 15:29,JazzCash,Delivery,8,Completed
212,232,13/08/2025 21:44,Easypaisa,Dine-In,5,Completed
213,176,30/12/2025 11:01,Cash,Takeaway,13,Completed
214,283,05/05/2025 18:11,Card,Delivery,9,Cancelled
215,208,25/08/2025 13:51,Card,Dine-In,11,Cancelled
216,315,22/07/2025 10:47,Card,Delivery,10,Cancelled
217,110,19/07/2025 10:45,Card,Delivery,13,Completed
218,275,23/10/2025 11:51,Card,Delivery,6,Completed
219,344,23/08/2025 11:16,JazzCash,Takeaway,11,Completed
220,201,02/11/2025 16:39,Cash,Delivery,6,Cancelled
221,345,13/11/2025 12:52,Easypaisa,Takeaway,10,Completed
222,61,11/12/2025 12:20,Card,Delivery,2,Completed
223,262,11/07/2025 21:09,JazzCash,Delivery,10,Completed
224,96,22/10/2025 16:27,JazzCash,Takeaway,9,Completed
225,148,12/10/2025 12:31,Card,Dine-In,6,Cancelled
226,184,14/11/2025 10:55,Cash,Delivery,3,Completed
227,335,16/07/2025 18:32,JazzCash,Delivery,11,Cancelled
228,228,01/08/2025 21:53,JazzCash,Dine-In,2,Completed
229,141,23/04/2025 14:02,Card,Takeaway,5,Completed
230,396,23/08/2025 19:47,JazzCash,Takeaway,9,Completed
231,397,21/10/2025 11:17,Easypaisa,Takeaway,14,Completed
232,218,14/08/2025 18:13,Cash,Takeaway,14,Completed
233,231,02/06/2025 23:02,Easypaisa,Delivery,14,Completed
234,398,13/08/2025 23:07,Card,Dine-In,13,Completed
235,220,30/12/2025 19:40,Card,Takeaway,3,Completed
236,292,16/04/2025 22:03,Easypaisa,Takeaway,5,Completed
237,149,15/06/2025 21:18,Easypaisa,Takeaway,15,Completed
238,211,11/03/2025 22:50,Cash,Delivery,14,Completed
239,128,26/12/2025 23:08,Card,Takeaway,6,Completed
240,73,13/12/2025 16:31,Easypaisa,Takeaway,7,Cancelled
241,394,20/08/2025 11:40,Cash,Delivery,9,Completed
242,250,22/12/2025 15:29,Easypaisa,Takeaway,1,Completed
243,358,23/08/2025 20:42,Easypaisa,Dine-In,13,Cancelled
244,109,22/04/2025 16:52,JazzCash,Delivery,6,Completed
245,67,22/06/2025 18:36,JazzCash,Delivery,15,Completed
246,236,24/01/2025 11:40,Cash,Dine-In,15,Completed
247,220,14/08/2025 17:00,Card,Takeaway,15,Completed
248,141,29/11/2025 14:10,Cash,Takeaway,6,Completed
249,333,12/02/2025 15:42,Card,Dine-In,7,Completed
250,220,25/12/2025 22:14,Cash,Takeaway,2,Completed
251,68,20/04/2025 17:04,Card,Takeaway,11,Cancelled
252,176,05/01/2025 10:44,Cash,Delivery,12,Completed
253,197,02/09/2025 11:14,Cash,Takeaway,13,Completed
254,154,22/02/2025 15:23,Card,Delivery,13,Completed
255,36,25/11/2025 20:09,Cash,Takeaway,11,Completed
256,110,14/08/2025 15:46,Card,Delivery,10,Cancelled
257,52,22/04/2025 11:57,Card,Dine-In,10,Cancelled
258,72,29/06/2025 16:20,Card,Delivery,11,Completed
259,308,08/05/2025 18:38,Easypaisa,Takeaway,1,Completed
260,261,16/04/2025 18:38,Card,Takeaway,7,Completed
261,123,27/11/2025 10:50,JazzCash,Delivery,2,Completed
262,37,13/09/2025 20:38,Cash,Delivery,15,Completed
263,292,09/03/2025 16:55,JazzCash,Delivery,9,Completed
264,9,30/08/2025 22:04,Cash,Dine-In,5,Completed
265,204,21/01/2025 10:50,Easypaisa,Takeaway,12,Cancelled
266,43,05/08/2025 21:25,Card,Delivery,2,Completed
267,105,10/02/2025 18:58,Card,Takeaway,6,Cancelled
268,333,28/10/2025 20:48,Cash,Delivery,12,Cancelled
269,45,03/05/2025 10:15,JazzCash,Dine-In,8,Completed
270,337,08/06/2025 20:47,Card,Dine-In,1,Completed
271,255,26/12/2025 10:10,Easypaisa,Takeaway,9,Completed
272,384,27/03/2025 15:08,Easypaisa,Takeaway,15,Completed
273,220,16/01/2025 15:51,Easypaisa,Takeaway,2,Completed
274,40,31/12/2025 19:40,JazzCash,Delivery,9,Completed
275,291,29/01/2025 17:54,Card,Delivery,3,Completed
276,371,22/02/2025 19:43,Cash,Dine-In,12,Completed
277,7,23/01/2025 23:55,Card,Dine-In,8,Completed
278,19,16/07/2025 12:11,JazzCash,Dine-In,6,Completed
279,139,02/08/2025 21:20,Cash,Takeaway,6,Completed
280,27,15/09/2025 20:57,Card,Dine-In,13,Completed
281,239,25/07/2025 11:56,Easypaisa,Delivery,6,Completed
282,189,11/10/2025 17:00,Card,Delivery,10,Completed
283,189,15/11/2025 13:29,JazzCash,Dine-In,12,Completed
284,210,19/03/2025 10:59,Cash,Dine-In,9,Completed
285,5,22/11/2025 23:44,Easypaisa,Dine-In,13,Cancelled
286,272,07/06/2025 11:13,Card,Delivery,8,Completed
287,48,14/03/2025 21:17,Cash,Dine-In,15,Cancelled
288,383,25/12/2025 15:29,Cash,Takeaway,2,Completed
289,39,23/11/2025 23:25,Cash,Delivery,11,Completed
290,162,02/05/2025 14:16,JazzCash,Takeaway,14,Completed
291,120,12/06/2025 17:17,Cash,Dine-In,3,Completed
292,231,21/03/2025 11:10,JazzCash,Delivery,7,Completed
293,107,02/10/2025 15:49,JazzCash,Delivery,8,Completed
294,352,03/03/2025 11:10,Easypaisa,Takeaway,12,Completed
295,168,21/04/2025 23:54,Card,Dine-In,12,Completed
296,26,02/07/2025 16:32,Easypaisa,Delivery,14,Completed
297,232,16/01/2025 16:54,Card,Dine-In,8,Completed
298,32,13/03/2025 11:00,Card,Dine-In,4,Cancelled
299,331,10/07/2025 20:40,Cash,Takeaway,10,Completed
300,102,08/02/2025 10:04,JazzCash,Dine-In,2,Completed
301,26,04/03/2025 10:29,Card,Takeaway,7,Cancelled
302,350,12/09/2025 10:24,JazzCash,Dine-In,6,Completed
303,229,06/04/2025 14:17,Card,Dine-In,10,Completed
304,211,28/11/2025 14:31,JazzCash,Dine-In,2,Completed
305,103,16/07/2025 12:26,Card,Takeaway,13,Completed
306,184,15/07/2025 22:45,JazzCash,Takeaway,13,Cancelled
307,165,26/06/2025 19:32,JazzCash,Delivery,3,Completed
308,16,13/06/2025 19:14,Easypaisa,Dine-In,13,Cancelled
309,300,29/09/2025 15:49,Card,Dine-In,2,Completed
310,274,03/12/2025 13:17,Cash,Dine-In,10,Cancelled
311,89,01/07/2025 23:54,Card,Dine-In,10,Completed
312,303,24/12/2025 15:58,Cash,Takeaway,12,Completed
313,289,18/10/2025 19:09,Card,Delivery,9,Completed
314,47,31/03/2025 17:02,Cash,Dine-In,10,Completed
315,1,11/01/2025 18:30,Easypaisa,Takeaway,4,Completed
316,166,24/06/2025 21:11,Cash,Dine-In,3,Completed
317,187,26/02/2025 23:33,Cash,Delivery,12,Cancelled
318,155,28/10/2025 11:21,Easypaisa,Dine-In,3,Cancelled
319,163,24/11/2025 17:41,Card,Takeaway,9,Completed
320,90,25/04/2025 20:37,JazzCash,Delivery,12,Completed
321,1,07/03/2025 12:46,JazzCash,Takeaway,1,Completed
322,314,05/11/2025 15:58,Card,Takeaway,10,Completed
323,382,12/09/2025 12:21,Cash,Dine-In,6,Completed
324,46,27/03/2025 20:56,Easypaisa,Delivery,1,Completed
325,35,18/04/2025 13:44,Easypaisa,Delivery,13,Completed
326,225,01/01/2025 10:24,JazzCash,Dine-In,15,Cancelled
327,280,10/09/2025 16:22,JazzCash,Dine-In,14,Cancelled
328,352,23/10/2025 20:48,Card,Dine-In,8,Completed
329,164,18/01/2025 14:01,Easypaisa,Dine-In,2,Completed
330,375,29/03/2025 16:10,Cash,Takeaway,15,Completed
331,248,23/06/2025 19:39,Cash,Delivery,11,Completed
332,28,07/11/2025 16:10,Cash,Delivery,4,Completed
333,370,29/07/2025 21:35,Easypaisa,Takeaway,5,Completed
334,202,02/05/2025 11:03,JazzCash,Dine-In,1,Completed
335,151,02/01/2025 16:05,JazzCash,Dine-In,2,Completed
336,150,16/04/2025 12:40,Cash,Delivery,14,Completed
337,242,07/06/2025 22:25,JazzCash,Takeaway,5,Completed
338,95,25/11/2025 18:24,Easypaisa,Delivery,6,Completed
339,226,17/08/2025 10:16,JazzCash,Delivery,4,Completed
340,386,16/10/2025 10:09,Cash,Dine-In,11,Completed
341,302,05/10/2025 16:48,Card,Takeaway,1,Cancelled
342,352,25/09/2025 16:34,JazzCash,Takeaway,15,Completed
343,203,01/09/2025 14:05,Cash,Takeaway,10,Completed
344,89,03/03/2025 22:28,Card,Dine-In,13,Completed
345,41,06/03/2025 10:27,JazzCash,Dine-In,14,Completed
346,373,01/11/2025 14:20,Cash,Dine-In,7,Cancelled
347,142,10/10/2025 15:54,JazzCash,Dine-In,13,Cancelled
348,76,27/02/2025 16:09,Cash,Dine-In,10,Completed
349,177,27/05/2025 23:34,JazzCash,Delivery,7,Cancelled
350,20,20/10/2025 19:30,Card,Delivery,7,Completed
351,356,13/11/2025 19:43,JazzCash,Dine-In,7,Completed
352,382,20/12/2025 13:03,JazzCash,Delivery,15,Completed
353,156,11/01/2025 15:52,Easypaisa,Delivery,14,Cancelled
354,117,23/12/2025 20:06,Card,Delivery,12,Cancelled
355,214,14/06/2025 14:46,Cash,Dine-In,8,Completed
356,389,28/07/2025 21:31,Easypaisa,Dine-In,9,Completed
357,260,03/02/2025 14:45,JazzCash,Dine-In,13,Completed
358,103,30/03/2025 13:56,Cash,Dine-In,1,Cancelled
359,102,26/01/2025 15:45,Easypaisa,Delivery,14,Cancelled
360,64,16/09/2025 16:40,Cash,Dine-In,6,Cancelled
361,243,01/11/2025 17:11,Easypaisa,Delivery,3,Completed
362,15,19/12/2025 11:18,JazzCash,Dine-In,3,Completed
363,347,24/04/2025 20:14,Card,Delivery,11,Cancelled
364,400,20/09/2025 10:55,Cash,Delivery,15,Completed
365,5,28/11/2025 12:38,Card,Delivery,10,Completed
366,141,31/12/2025 21:41,JazzCash,Delivery,14,Completed
367,239,24/08/2025 14:13,Easypaisa,Takeaway,9,Cancelled
368,262,27/10/2025 11:00,Easypaisa,Takeaway,11,Completed
369,247,02/06/2025 20:06,Cash,Delivery,5,Completed
370,365,22/05/2025 14:41,Easypaisa,Dine-In,3,Completed
371,308,30/01/2025 22:54,JazzCash,Takeaway,6,Completed
372,152,14/01/2025 20:31,Easypaisa,Delivery,7,Cancelled
373,293,19/01/2025 19:45,Card,Delivery,12,Completed
374,244,18/12/2025 18:40,Easypaisa,Takeaway,5,Completed
375,151,03/12/2025 18:11,Cash,Delivery,3,Completed
376,94,14/10/2025 22:58,Easypaisa,Takeaway,2,Completed
377,158,01/07/2025 13:47,JazzCash,Delivery,6,Completed
378,61,27/10/2025 14:29,JazzCash,Dine-In,14,Completed
379,62,30/08/2025 13:32,JazzCash,Takeaway,5,Cancelled
380,78,28/01/2025 23:54,Card,Dine-In,6,Cancelled
381,162,19/10/2025 17:09,Card,Dine-In,8,Completed
382,325,20/11/2025 12:20,Cash,Dine-In,8,Completed
383,87,18/04/2025 22:49,Card,Delivery,13,Completed
384,325,08/03/2025 19:27,JazzCash,Delivery,7,Cancelled
385,274,16/07/2025 10:02,Card,Takeaway,6,Completed
386,272,14/06/2025 22:53,Card,Dine-In,11,Completed
387,116,17/11/2025 21:15,Easypaisa,Delivery,3,Completed
388,157,16/07/2025 18:37,Card,Dine-In,14,Completed
389,373,02/06/2025 14:29,Easypaisa,Delivery,15,Completed
390,385,25/06/2025 17:22,Card,Dine-In,15,Cancelled
391,373,10/01/2025 13:14,Card,Dine-In,12,Completed
392,64,29/10/2025 18:10,Easypaisa,Takeaway,11,Completed
393,395,12/07/2025 20:16,Cash,Takeaway,1,Completed
394,25,01/12/2025 23:01,Cash,Delivery,8,Cancelled
395,243,05/03/2025 18:16,Card,Dine-In,12,Completed
396,52,04/06/2025 16:42,Easypaisa,Takeaway,10,Completed
397,54,03/08/2025 23:57,Cash,Delivery,2,Completed
398,103,12/09/2025 13:38,Easypaisa,Takeaway,4,Completed
399,83,27/12/2025 16:18,Cash,Takeaway,8,Completed
400,121,19/12/2025 17:21,Cash,Dine-In,11,Completed
401,343,26/02/2025 23:36,JazzCash,Dine-In,2,Completed
402,119,21/02/2025 14:41,JazzCash,Delivery,5,Cancelled
403,90,26/01/2025 11:52,Cash,Delivery,6,Completed
404,49,07/08/2025 21:07,Cash,Dine-In,14,Completed
405,169,06/12/2025 20:10,Easypaisa,Delivery,10,Completed
406,176,17/02/2025 15:52,Card,Dine-In,7,Cancelled
407,198,22/08/2025 14:53,JazzCash,Delivery,11,Completed
408,372,27/02/2025 12:44,Cash,Dine-In,2,Cancelled
409,292,30/10/2025 17:51,JazzCash,Dine-In,10,Cancelled
410,351,03/07/2025 19:01,Card,Delivery,15,Cancelled
411,24,27/02/2025 16:28,Cash,Delivery,11,Completed
412,348,07/01/2025 21:55,Card,Takeaway,14,Completed
413,359,23/09/2025 18:44,Cash,Delivery,11,Completed
414,347,04/09/2025 15:42,JazzCash,Dine-In,14,Completed
415,81,06/01/2025 20:59,JazzCash,Delivery,14,Completed
416,165,08/02/2025 22:31,Card,Delivery,5,Completed
417,330,17/09/2025 13:35,JazzCash,Delivery,14,Completed
418,294,10/02/2025 17:28,JazzCash,Dine-In,14,Cancelled
419,255,17/08/2025 15:07,Cash,Dine-In,7,Cancelled
420,1,19/01/2025 18:35,Cash,Takeaway,10,Completed
421,336,18/09/2025 18:13,JazzCash,Delivery,6,Completed
422,170,25/04/2025 23:29,JazzCash,Takeaway,11,Completed
423,389,20/08/2025 11:06,Card,Dine-In,6,Completed
424,281,21/11/2025 22:18,Easypaisa,Takeaway,2,Completed
425,368,26/03/2025 17:08,JazzCash,Dine-In,5,Completed
426,202,07/04/2025 11:59,Card,Delivery,14,Completed
427,213,23/06/2025 11:48,Cash,Takeaway,14,Completed
428,302,19/08/2025 17:42,Card,Delivery,1,Completed
429,300,11/10/2025 16:53,JazzCash,Takeaway,13,Completed
430,375,21/12/2025 19:11,Card,Dine-In,7,Completed
431,312,16/09/2025 16:26,Card,Delivery,7,Completed
432,69,31/05/2025 17:51,Card,Delivery,10,Completed
433,161,26/12/2025 18:55,Card,Dine-In,4,Completed
434,345,18/12/2025 15:58,Card,Takeaway,11,Completed
435,327,15/09/2025 18:44,Easypaisa,Takeaway,2,Completed
436,293,15/10/2025 17:37,JazzCash,Takeaway,12,Completed
